length,sp_code,genus,species,log_length,body_mass_predicted
9,52050,Neosilurus,gloveri,0.954242509,1.114025616
9,52059,Roeboides,descalvadensis,0.954242509,1.389064005
8,52113,Orthochromis,kasuluensis,0.903089987,1.119347577
7,52117,Orthochromis,mazimeroensis,0.84509804,1.051924794
15,52118,Auchenipterichthys,punctatus,1.176091259,1.830925702
15,52120,Auchenipterus,nuchalis,1.176091259,1.756833317
8,52123,Orthochromis,mosoensis,0.903089987,1.142462349
9,52136,Orthochromis,uvinzae,0.954242509,1.252956194
12,52147,Tatia,intermedia,1.079181246,1.530310338
13,52152,Haplochromis,mbipi,1.113943352,1.785012042
7,52181,Bujurquina,oenolaemus,0.84509804,1.145858019
14,52199,Heros,efasciatus,1.146128036,2.035218707
7,52201,Mesonauta,acora,0.84509804,1.289551551
12,52221,Haplochromis,pundamilia,1.079181246,1.776161392
14,52353,Protomelas,dejunctus,1.146128036,1.949663624
6,52493,Hypseleotris,klunzingeri,0.77815125,0.817172094
11,52505,Apareiodon,ibitiensis,1.041392685,1.36036251
11,52540,Steindachnerina,insculpta,1.041392685,1.558179385
20,52573,Leporinus,lacustris,1.301029996,2.276979887
5,52593,Mimagoniates,rheocharis,0.698970004,0.744685631
8,52617,Oligosarcus,pintoi,0.903089987,1.220325722
18,52630,Ossubtus,xinguense,1.255272505,2.24166925
3,52632,Oryzias,sinensis,0.477121255,0.025910564
41,52703,Henochilus,wheatlandii,1.612783857,3.03959198
12,52731,Diplotaxodon,macrops,1.079181246,1.675590155
15,52969,Bramocharax,bransfordii,1.176091259,1.920093967
46,52992,Brycon,amazonicus,1.662757832,3.211608613
56,52994,Brycon,hilarii,1.748188027,3.402283259
26,53011,Brycon,behreae,1.414973348,2.486788879
4,53026,Gambusia,sexradiata,0.602059991,0.363108307
5,53046,Carlana,eigenmanni,0.698970004,0.78214374
17,53109,Psectrogaster,curviventris,1.230448921,2.201307107
9,53138,Atherinella,chagresi,0.954242509,1.0981323
7,53170,Galaxias,anomalus,0.84509804,0.824833909
8,53172,Galaxias,depressiceps,0.903089987,0.962369838
8,53174,Galaxias,eldoni,0.903089987,1.023322116
40.2,53264,Schizodon,nasutus,1.604226053,2.916510141
15,53278,Laemolyta,fernandezi,1.176091259,1.821430408
5,53306,Pseudocheirodon,terrabae,0.698970004,0.72581982
3,53307,Odontostilbe,dialeptura,0.477121255,0.183598206
10,53316,Hollandichthys,multifasciatus,1,1.523427037
4,53336,Serrapinnus,notomelas,0.602059991,0.484865954
6,53344,Mimagoniates,microlepis,0.77815125,0.853790554
14,53355,Roeboides,prognathus,1.146128036,1.83189226
15,53374,Serrasalmus,medinai,1.176091259,2.093272368
14,53376,Serrasalmus,irritans,1.146128036,1.975773486
10,53476,Probolodus,heterostomus,1,1.545273314
7,53605,Atherinella,hubbsi,0.84509804,0.849638849
6,53606,Atherinella,milleri,0.77815125,0.633095218
4,53660,Cetopsis,oliveirai,0.602059991,0.319119753
30,53925,Xenentodon,canciloides,1.477121255,2.202260399
12,54424,Hemieleotris,latifasciata,1.079181246,1.530048333
2,54961,Scoloplax,empousa,0.301029996,-0.679465786
22,55016,Serrasalmus,marginatus,1.342422681,2.530148922
20,55277,Henicorhynchus,siamensis,1.301029996,2.217949018
20,55327,Macrognathus,circumcinctus,1.301029996,1.886732609
48,55357,Schizothorax,biddulphi,1.681241237,2.970040425
30,55359,Zacco,taliensis,1.477121255,2.5059458
40,55383,Piaractus,mesopotamicus,1.602059991,3.199992472
56,55401,Procypris,rabaudi,1.748188027,3.377456012
50,55405,Leptobotia,elongata,1.698970004,3.09208861
64,55417,Hucho,bleekeri,1.806179974,3.3385212
37.5,55423,Cyprinus,ilishaestomus,1.574031268,2.822006088
20,55428,Siniperca,roulei,1.301029996,2.090695403
18.6,56010,Leuciscus,baicalensis,1.269512944,2.049833406
13.4,56018,Atrilinea,roulei,1.127104798,1.614037492
19.9,56227,Cyprinus,yunnanensis,1.298853076,2.170002923
5.9,56233,Gobiocypris,rarus,0.770852012,0.806894645
100,56329,Salminus,brasiliensis,2,3.95561349
41,56331,Labeobarbus,acutirostris,1.612783857,2.93098603
44,56359,Labeobarbus,truttiformis,1.643452676,3.040171444
55,56360,Labeobarbus,longissimus,1.740362689,3.266709996
50,56361,Labeobarbus,crassibarbis,1.698970004,3.232196612
39,56362,Labeobarbus,tsanensis,1.591064607,2.924747632
82,56363,Labeobarbus,megastoma,1.913813852,3.723682314
32,56364,Labeobarbus,brevicephalus,1.505149978,2.683290135
64,56365,Labeobarbus,platydorsus,1.806179974,3.472895566
53,56366,Labeobarbus,gorguari,1.72427587,3.221228573
43,56367,Labeobarbus,surkis,1.633468456,3.041582568
71,56368,Labeobarbus,nedgia,1.851258349,3.573904313
42,56369,Labeobarbus,macrophtalmus,1.62324929,2.983468801
49,56371,Labeobarbus,dainellii,1.69019608,3.077690769
13,56443,Psectrogaster,ciliata,1.113943352,1.824516443
11,56650,Roeboides,affinis,1.041392685,1.609187436
8,56662,Roeboides,bouchellei,0.903089987,1.209012071
14,56971,Parodon,hilarii,1.146128036,1.694799985
12,57146,Auchenipterus,dentatus,1.079181246,1.475669855
11.7,57459,Cyprinus,yilongensis,1.068185862,1.616265779
15,57569,Diplotaxodon,limnothrissa,1.176091259,1.856638269
12,57663,Aequidens,tubicen,1.079181246,1.802824587
17,57778,Satanoperca,pappaterra,1.230448921,2.129377254
8,57883,Protogobius,attiti,0.903089987,0.962334348
8,58033,Grundulus,bogotensis,0.903089987,1.245125741
24.2,58084,Cyprinus,megalophthalmus,1.383815366,2.37661882
9,58133,Astyanax,rivularis,0.954242509,1.408966243
20,58140,Serrasalmus,maculatus,1.301029996,2.43733056
2,58227,Neolebias,lozii,0.301029996,-0.334592226
6,58229,Maylandia,pursa,0.77815125,0.958183068
5,58402,Sewellia,breviventralis,0.698970004,0.458332509
5,58403,Sewellia,patella,0.698970004,0.460050306
15,58410,Aspistor,luniscutis,1.176091259,1.755882369
36.1,58672,Tachysurus,sinensis,1.557507202,2.810379065
24,58734,Gymnotus,mamiraua,1.380211242,2.172168848
55,58744,Gymnotus,arapaima,1.740362689,2.900523246
14,58745,Gymnotus,jonasi,1.146128036,1.418309233
13,58937,Hypancistrus,inspector,1.113943352,1.709078274
15,59782,Hemichromis,elongatus,1.176091259,1.982022953
10,59969,Acheilognathus,majusculus,1,1.495506233
8,60044,Maylandia,estherae,0.903089987,1.207202839
12,60051,Sciaenochromis,fryeri,1.079181246,1.687293323
8,60144,Neosalanx,pseudotaihuensis,0.903089987,0.831609896
14,60209,Laides,longibarbis,1.146128036,1.728791108
2,60271,Otocinclus,tapirape,0.301029996,-0.423286815
28,60295,Pangasius,elongatus,1.447158031,2.443483576
12,60706,Astyanax,aeneus,1.079181246,1.690152603
19,61428,Gymnotus,ucamara,1.278753601,1.832426658
8,61461,Devario,browni,0.903089987,1.200975282
15,61467,Ambassis,ambassis,1.176091259,1.973925538
29,61527,Giuris,margaritacea,1.462397998,2.563890533
56,61824,Sternopygus,obtusirostris,1.748188027,3.006331903
8.8,62163,Rhinichthys,obtusus,0.944482672,1.170763151
43,62172,Lacantunia,enigmatica,1.633468456,2.904143734
13,62208,Toxotes,kimberleyensis,1.113943352,1.868417343
14,62257,Cottocomephorus,alexandrae,1.146128036,1.721267078
8,62299,Kryptopterus,paraschilbeides,0.903089987,1.162449711
12,62429,Gobio,lozanoi,1.079181246,1.569165847
28,63010,Plagioscion,montei,1.447158031,2.608149158
